"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PG_003214_T.1",723.270298649977,1.14455943588823,0.254743644022211,37.6511743994624,1.32244439363229e-07,2.10431938715305e-06
"PG_003221_T.1",871.203218665927,1.38963271040739,0.337839391644153,37.4295525346511,1.46915558321014e-07,2.30839960086894e-06
"PG_003222_T.1",38.1774332679329,1.1979101363284,0.301948321862172,44.11806530966,6.0635215612948e-09,1.42082490658349e-07
"PG_003228_T.1",142.863117606683,-3.18521986191495,0.686335973047199,34.9839460171241,4.68075484641924e-07,6.32707638687719e-06
"PG_003230_T.1",774.083874860433,0.68237199417079,0.172063372931316,34.5572663238273,5.72701973836376e-07,7.53031730862892e-06
"PG_003231_T.1",22.710218332741,-0.300856932456047,0.521256378097069,13.8571326783239,0.00776526955119271,0.027606031971528
"PG_003232_T.1",257.081410521057,0.827089671532773,0.181265278037174,24.3460890105608,6.80769519348877e-05,0.000489720861266381
"PG_003237_T.1",451.996558887393,1.32816774717419,0.217008299874759,59.8016192543217,3.19310524340307e-12,1.87510246345649e-10
"PG_003239_T.1",64.9377870193315,-1.53770902345949,0.523488718700334,12.5363946913582,0.0137779051935977,0.0439554749401945
"PG_003240_T.1",49.1809308530702,-2.38328782762047,0.359472404450455,60.0780387543338,2.79336466219855e-12,1.66350531188353e-10
"PG_003242_T.1",125.243573952083,-4.69243721304688,0.801675781225929,51.840581537754,1.48949996102236e-10,5.50267567657342e-09
"PG_003247_T.1",130.200649080755,0.629090111230391,0.218083110408028,18.2432698940981,0.00110605047420934,0.00536747633115159
"PG_003248_T.1",92.0843937786783,0.813008214969512,0.271944209483792,15.4511487187594,0.00385140961355271,0.0152798375057245
"PG_003250_T.1",524.191232304719,0.714462468961754,0.246931731916832,16.6934319529806,0.00221679919545313,0.00961125341983441
"PG_003252_T.1",3.1497376054584,-0.132758793989591,1.07048578375331,14.5158269054578,0.00581833287576711,0.0217060908057842
"PG_003258_T.1",9.25034406226275,1.51687420956424,0.515991707454747,13.0389277822377,0.011087143925925,0.0368872304466235
"PG_003260_T.1",25.1769395497497,-0.697169227797385,0.3752817892101,13.6040487706867,0.00867212735398753,0.0301972828951988
"PG_003261_T.1",305.612250058499,0.42578979647857,0.141746130001711,12.4660027503302,0.0142023576399491,0.0450751907070257
"PG_003263_T.1",908.242763394897,-0.520275829213064,0.167375680819468,20.9572737348786,0.000322906024347227,0.00187022459867327
"PG_003265_T.1",443.407077268827,0.729137239656176,0.322435256432656,18.0677754695915,0.0011970206545693,0.00573250768664318
"PG_003267_T.1",224.864616194209,0.944458732709089,0.270639668018159,21.5031795171104,0.000251617311838294,0.00151878980184695
"PG_003268_T.1",254.294799449638,-1.3781392734625,0.278991684143684,43.0825860715911,9.94750408913221e-09,2.2025404791714e-07
"PG_003270_T.1",103.355645213035,-0.486490923001174,0.172627377391503,27.5819483116888,1.51583804270472e-05,0.000132738037733319
"PG_003272_T.1",178.914665393469,-3.31104915666491,0.391003290748619,110.369363350581,6.07037034316356e-23,6.40661978682565e-20
"PG_003274_T.1",32.0245818794731,-3.11545676096171,0.670662078181898,25.7711762672313,3.51904205355842e-05,0.000275949777009878
"PG_003275_T.1",19.2362582293961,2.31700359966933,0.716688821611261,16.2876324832896,0.0026565196599286,0.0112069019036918
"PG_003276_T.1",9.69475844596088,-1.72756322615387,0.588171086394837,12.3511599566177,0.0149223321408047,0.0469322742083433
"PG_003277_T.1",910.812710379822,-1.5784910053773,0.478007128417173,26.3737289697402,2.66013661452956e-05,0.000216334713213404
"PG_003278_T.1",994.469597899751,-0.0402007832962915,0.175911149463308,12.5060875475777,0.0139591152361014,0.0444370213125482
"PG_003283_T.1",22.6788066675541,-1.69807203816006,0.380023831256547,25.6759810728437,3.67793949577655e-05,0.000286745105089797
"PG_003286_T.1",613.117228946287,-0.613622494188028,0.305206375660372,18.5328575638543,0.000970645201426135,0.00480255867401477
"PG_003287_T.1",321.731221444294,-1.71522519349362,0.333145648689537,38.2850444935229,9.78637989462187e-08,1.62621507638682e-06
"PG_003291_T.1",128.83779624293,-0.969975045082779,0.233020968613786,27.0346378536611,1.95609254438659e-05,0.00016607850352969
"PG_003296_T.1",84.6169854734219,1.66340195860169,0.286152237151052,38.0527562886523,1.09282689258052e-07,1.78262767414849e-06
"PG_003298_T.1",433.133795661714,-0.497850691932274,0.187468652430583,16.8935770501474,0.00202717175816783,0.00891849922948469
"PG_003301_T.1",277.655482454907,0.00701913919455743,0.250222026205523,12.5472672190607,0.0137134574301875,0.043782961761319
"PG_003302_T.1",190.533705254074,1.3168127084417,0.18004795830095,94.5952254605166,1.38941968920793e-19,5.27136463211178e-17
"PG_003304_T.1",8.94167143340656,2.50737688887808,0.71296021825526,31.9198592083582,1.986619466082e-06,2.25631324896484e-05
"PG_003309_T.1",532.153252236349,0.816014301774383,0.215473914352593,32.6276666963121,1.42359164724549e-06,1.67897295008352e-05
"PG_003310_T.1",194.172295081944,-0.654446486332726,0.247541458402336,22.0748572071146,0.0001936597591184,0.00120736990886113
"PG_003313_T.1",17.3950960372394,2.20376486332139,0.680650833052364,21.4398420751201,0.000259013340247668,0.00155786327873223
"PG_003328_T.1",165.953841005022,0.743764179734754,0.162648643388977,35.5845431994391,3.5228479931419e-07,4.94399357175517e-06
"PG_003329_T.1",83.4023966595788,-0.915534267155232,0.320444589309194,21.5713253306645,0.000243893500584439,0.00147983970183902
"PG_003330_T.1",10.1868647227118,3.61249749570573,1.13970987983355,22.6293216938936,0.00015015081200553,0.000971076866151837
"PG_003332_T.1",145.258641224211,-0.846959487940422,0.242680487784898,12.7286619061982,0.012680590664179,0.0411094644873722
"PG_003334_T.1",55.4270418815538,0.876465964343736,0.263787248981604,17.7623283129377,0.00137330666653583,0.00642614646649791
"PG_003337_T.1",643.425580207455,1.22591353853263,0.226698353772202,37.6109970789548,1.34791198137554e-07,2.14080884116306e-06
